modified_id,class_cde,crs_cde,crs_title,parent_crs_cde,parent_crs_dept,crs_status,M,T,W,R,F,begin_time,end_time
10486,3,EXPR 001 01,Experiential Learning Project,EXPR 001 01,EXPR,C,,,,,,,
10480,3,SOAN 200 01,Chicago Parks,SOAN 200 01,SOAN,C,,T,,R,,09:30:00,10:50:00
10480,3,CINE 200 01,Film Editing,CINE 200 01,CINE,C,M,,W,,,14:30:00,15:50:00
10480,3,FIN 250 01,Business Information Systems,BUSN 250 01,BUSN,C,M,,W,,F,10:00:00,10:50:00
10480,3,FIN 320 01,Investments,FIN 320 01,FIN,C,,T,,R,,08:00:00,09:20:00
10322,4,ART 253 01,Graphic and Digital Design,ART 253 01,ART,C,,T,,R,,13:00:00,15:20:00
10322,4,ARTH 200 01,New Media Art and Design,ARTH 200 01,ARTH,C,M,,W,,F,09:00:00,09:50:00
10322,4,COMM 370 01,Feminism and Pop Culture,COMM 370 01,COMM,C,M,,W,,,14:30:00,15:50:00
10322,4,COMM 212 01,Visual Rhetoric,COMM 212 01,COMM,C,M,,W,,F,10:00:00,10:50:00
10414,1,ARTH 110 01,Intro to Visual Arts and Design,ARTH 110 01,ARTH,C,M,,W,,F,10:00:00,10:50:00
10414,1,SOAN 210 02,Principles of Social Organization,SOAN 210 02,SOAN,C,,T,,R,,09:30:00,10:50:00
10414,1,BIOL 106 01,Nutrition and the Human Body,BIOL 106 01,BIOL,W,M,,W,,F,09:00:00,09:50:00
10414,1,PHIL 156 01,Logic and Styles of Arguments,PHIL 156 01,PHIL,W,,T,,R,,13:00:00,14:20:00
10076,2,MUSC 251 01,Music Theory I,MUSC 251 01,MUSC,C,M,T,W,R,F,11:00:00,11:50:00
10076,2,ES 120 01,Intro to Environmental Sciences,ES 120 01,ES,C,,T,,R,,09:30:00,10:50:00
10076,2,CHEM 115L 01,Chemistry I,CHEM 115L 01,CHEM,C,M,,W,,F,09:00:00,09:50:00
10076,2,CHEM 115X 02,Chemistry I Lab,CHEM 115X 02,CHEM,C,,T,,,,12:00:00,15:50:00
10076,2,BIOL 131 01,Bio Inq: Invasion Ecology,BIOL 131 01,BIOL,C,M,,W,,,13:00:00,14:20:00
11524,3,SPAN 360 01,Peninsular Narrative,SPAN 360 01,SPAN,C,,T,,R,,13:00:00,14:20:00
11524,3,SPAN 322 02,Medical Spanish in a Global Context,SPAN 322 02,SPAN,C,M,,W,,F,11:00:00,11:50:00
11524,3,MUSC 107 01,Concert Band,MUSC 107 01,MUSC,C,M,,,R,,16:00:00,17:50:00
11524,3,ENGL 135 02,Creative Writing,ENGL 135 02,ENGL,C,M,,W,,,14:30:00,15:50:00
11524,3,ENGL 210 01,"Gods, Monsters, & Questing Humanity",ENGL 210 01,ENGL,C,M,,W,,F,13:00:00,13:50:00
10342,3,AFAM 300 01,"Police, Prisons, Power",AFAM 300 01,AFAM,C,,T,,R,,13:00:00,14:20:00
10342,3,FREN 270 01,Translation & Creative Writing,FREN 270 01,FREN,C,M,,W,,,14:30:00,15:50:00
10342,3,SOAN 320 01,Soc Research: Qualitative Methods,SOAN 320 01,SOAN,C,M,,W,R,,11:00:00,11:50:00
10342,3,SOAN 320X 01,Soc Rsch: Qualitative Methods Lab,SOAN 320X 01,SOAN,C,M,,,,,12:00:00,13:50:00
10342,3,SOAN 200 01,Chicago Parks,SOAN 200 01,SOAN,C,,T,,R,,09:30:00,10:50:00
10820,2,PSYC 221L 03,Research Methods & Statistics I,PSYC 221L 03,PSYC,C,M,,W,,F,11:00:00,11:50:00
10820,2,PSYC 221L 03,Research Methods & Statistics I,PSYC 221L 03,PSYC,C,M,,,,,14:00:00,15:50:00
10820,2,ENGL 210 01,"Gods, Monsters, & Questing Humanity",ENGL 210 01,ENGL,C,M,,W,,F,13:00:00,13:50:00
10820,2,HIST 110 02,Global Change: The Power of History,HIST 110 02,HIST,C,,T,,R,,09:30:00,10:50:00
10820,2,BUSN 225 03,Principles of Marketing,BUSN 225 03,BUSN,C,,T,,R,,13:00:00,14:20:00
11239,2,ECON 391 01,Tutorial,ECON 391 01,ECON,C,,,,,,,
11239,2,ECON 330 02,Econometrics,ECON 330 02,ECON,W,,T,,R,,09:30:00,10:50:00
11239,2,MATH 111 01,Calculus II,MATH 111 01,MATH,C,M,,W,,F,13:00:00,14:20:00
11239,2,CSCI 112 02,Computer Science I,CSCI 112 02,CSCI,C,M,,W,,F,14:30:00,15:50:00
11239,2,BUSN 230 03,Financial Accounting,BUSN 230 03,BUSN,C,,T,,R,,13:00:00,14:20:00
11358,2,BUSN 325 01,Digital Marketing & Analytics,BUSN 325 01,BUSN,C,,,,R,,19:00:00,21:50:00
11358,2,ECON 210 01,Microeconomic Theory,ECON 210 01,ECON,C,M,,W,,F,09:00:00,09:50:00
11358,2,COMM 287 01,Media Systems and Institutions,COMM 287 01,COMM,C,,T,,R,,09:30:00,10:50:00
11358,2,COMM 110 02,Introduction to Communication,COMM 110 02,COMM,C,,T,,R,,08:00:00,09:20:00
10782,2,MATH 230 01,Abstract & Discrete Mathematics,MATH 230 01,MATH,C,M,,W,,F,14:30:00,15:50:00
10782,2,BIOL 130 01,"Deadly Shapes, Hostage Brains",BIOL 130 01,BIOL,C,,T,,R,,09:30:00,10:50:00
10782,2,BIOL 130 01,"Deadly Shapes, Hostage Brains",BIOL 130 01,BIOL,C,M,,,,,12:00:00,14:20:00
10782,2,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
10782,2,ECON 220 02,Macroeconomic Theory,ECON 220 02,ECON,C,,T,,R,,14:30:00,15:50:00
10782,2,FIN 210 01,Financial Management,FIN 210 01,FIN,C,,T,,R,,08:00:00,09:20:00
11230,2,CHEM 115L 03,Chemistry I,CHEM 115L 03,CHEM,C,M,,W,,F,11:00:00,11:50:00
11230,2,CHEM 115X 04,Chemistry I Lab,CHEM 115X 04,CHEM,C,,,,R,,12:00:00,15:50:00
11230,2,PSYC 221L 02,Research Methods & Statistics I,PSYC 221L 02,PSYC,C,M,,W,,F,10:00:00,10:50:00
11230,2,PSYC 221L 02,Research Methods & Statistics I,PSYC 221L 02,PSYC,C,,T,,,,14:00:00,15:50:00
11230,2,NEUR 130 01,"Deadly Shapes, Hostage Brains",BIOL 130 01,BIOL,C,,T,,R,,09:30:00,10:50:00
11230,2,NEUR 130 01,"Deadly Shapes, Hostage Brains",BIOL 130 01,BIOL,C,M,,,,,12:00:00,14:20:00
11230,2,POLS 255 01,Civil Disobedience,POLS 255 01,POLS,C,M,,W,,,14:30:00,15:50:00
10479,2,MATH 230 01,Abstract & Discrete Mathematics,MATH 230 01,MATH,C,M,,W,,F,14:30:00,15:50:00
10479,2,CSCI 327 01,Introduction to Database Systems,CSCI 327 01,CSCI,C,,T,,R,,13:00:00,14:20:00
10479,2,HIST 321 01,Comics and History,HIST 321 01,HIST,C,M,,W,,,13:00:00,14:20:00
10479,2,SOAN 210 02,Principles of Social Organization,SOAN 210 02,SOAN,C,,T,,R,,09:30:00,10:50:00
10962,1,BUSN 230 01,Financial Accounting,BUSN 230 01,BUSN,C,M,,W,,F,09:00:00,09:50:00
10962,1,COLL 210 01,Intergroup Dialog Facilitator Train,COLL 210 01,COLL,C,,,W,,F,14:30:00,15:50:00
10962,1,MATH 160 02,Math Methods with Applications,MATH 160 02,MATH,C,,T,,R,,13:00:00,14:20:00
10962,1,ASIA 110 01,Beginning Chinese I,CHIN 110 01,CHIN,C,M,,W,,F,11:00:00,11:50:00
11747,2,FIN 210 01,Financial Management,FIN 210 01,FIN,C,,T,,R,,08:00:00,09:20:00
11747,2,ECON 210 02,Microeconomic Theory,ECON 210 02,ECON,W,M,,W,,F,11:00:00,11:50:00
11747,2,ECON 210 01,Microeconomic Theory,ECON 210 01,ECON,W,M,,W,,F,09:00:00,09:50:00
11747,2,FREN 270 01,Translation & Creative Writing,FREN 270 01,FREN,C,M,,W,,,14:30:00,15:50:00
11747,2,MATH 110 02,Calculus I,MATH 110 02,MATH,C,M,,W,,F,13:00:00,14:20:00
10032,2,PHIL 156 02,Logic and Styles of Arguments,PHIL 156 02,PHIL,W,,T,,R,,14:30:00,15:50:00
10032,2,MATH 110 02,Calculus I,MATH 110 02,MATH,C,M,,W,,F,13:00:00,14:20:00
10032,2,POLS 120 02,Introduction to American Politics,POLS 120 02,POLS,C,,T,,R,,13:00:00,14:20:00
10032,2,POLS 255 01,Civil Disobedience,POLS 255 01,POLS,C,M,,W,,,14:30:00,15:50:00
11176,0,FIYS 125 01,The Truth About Lies,FIYS 125 01,FIYS,C,M,,W,,F,11:00:00,11:50:00
11001,2,CINE 258 01,Black is Beautiful,PHIL 258 01,PHIL,C,,,,,F,13:00:00,15:50:00
11001,2,CSCI 107 02,Introduction to Web Programming,CSCI 107 02,CSCI,C,M,,W,,F,09:00:00,09:50:00
11001,2,ENGL 135 02,Creative Writing,ENGL 135 02,ENGL,W,M,,W,,,14:30:00,15:50:00
11001,2,CHEM 115L 02,Chemistry I,CHEM 115L 02,CHEM,C,M,,W,,F,10:00:00,10:50:00
11001,2,CHEM 115X 07,Chemistry I Lab,CHEM 115X 07,CHEM,C,,,,R,,12:00:00,15:50:00
11001,2,BIOL 145 01,Bio Inq: Patterns Animal Behavior,BIOL 145 01,BIOL,C,,T,,R,,09:30:00,10:50:00
10044,2,COMM 287 01,Media Systems and Institutions,COMM 287 01,COMM,C,,T,,R,,09:30:00,10:50:00
10044,2,PHIL 156 02,Logic and Styles of Arguments,PHIL 156 02,PHIL,C,,T,,R,,14:30:00,15:50:00
10044,2,ENGL 211 01,From Fairyland to Flying Islands,ENGL 211 01,ENGL,C,M,,W,,,14:30:00,15:50:00
10044,2,POLS 265 01,Immigration Law and Policy,POLS 265 01,POLS,C,M,,,,,19:00:00,21:50:00
10720,3,RELG 256 01,"Religion, SciFi, AI, and Non-Human",RELG 256 01,RELG,C,,T,,R,,13:00:00,14:20:00
10720,3,ENGL 135 03,Creative Writing,ENGL 135 03,ENGL,C,,T,,R,,09:30:00,10:50:00
10720,3,PSYC 222L 02,Research Methods & Statistics II,PSYC 222L 02,PSYC,C,,T,,R,,08:00:00,09:20:00
10720,3,PSYC 222L 02,Research Methods & Statistics II,PSYC 222L 02,PSYC,C,,,W,,,12:00:00,13:50:00
10720,3,PSYC 250 01,Community Psychology,PSYC 250 01,PSYC,C,,T,,R,,14:30:00,15:50:00
11402,4,SOAN 206 01,Introduction to Disability Studies,SOAN 206 01,SOAN,C,M,,W,,F,09:00:00,09:50:00
11402,4,SOAN 320X 01,Soc Rsch: Qualitative Methods Lab,SOAN 320X 01,SOAN,C,M,,,,,12:00:00,13:50:00
11402,4,SOAN 316 01,Colonialisms and Resistance,SOAN 316 01,SOAN,C,M,,W,,,14:30:00,15:50:00
11402,4,SOAN 320 01,Soc Research: Qualitative Methods,SOAN 320 01,SOAN,C,M,,W,R,,11:00:00,11:50:00
11402,4,PSYC 360 01,Cognitive Psychology,PSYC 360 01,PSYC,C,M,,W,,F,08:00:00,08:50:00
10247,2,PSYC 110X 01,Intro to Psychological Science Lab,PSYC 110X 01,PSYC,C,M,,,,,12:00:00,13:50:00
10247,2,CSCI 212 01,Computer Science II,CSCI 212 01,CSCI,W,,,W,,F,13:00:00,14:20:00
10247,2,MATH 230 01,Abstract & Discrete Mathematics,MATH 230 01,MATH,W,M,,W,,F,14:30:00,15:50:00
10247,2,PSYC 110L 01,Intro to Psychological Science,PSYC 110L 01,PSYC,C,M,,W,,F,09:00:00,09:50:00
10247,2,ASIA 226 01,Religion and Gender in South Asia,RELG 226 01,RELG,C,,T,,R,,14:30:00,15:50:00
10917,2,BUSN 230 02,Financial Accounting,BUSN 230 02,BUSN,C,,T,,R,,09:30:00,10:50:00
10917,2,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
10917,2,CSCI 112 02,Computer Science I,CSCI 112 02,CSCI,C,M,,W,,F,14:30:00,15:50:00
10254,2,ARTH 338 01,Contemporary Exhibition Practices,ARTH 338 01,ARTH,W,,,,,F,13:00:00,15:50:00
10254,2,MATH 104 01,Elem Math from Advanced Standpoint,MATH 104 01,MATH,C,,,W,,,19:00:00,21:50:00
10254,2,HIST 110 02,Global Change: The Power of History,HIST 110 02,HIST,C,,T,,R,,09:30:00,10:50:00
10254,2,GSWS 232 01,The Pre-Modern Body,HIST 282 01,HIST,W,M,,W,,F,11:00:00,11:50:00
10862,2,ENTP 250 01,Small Bus Leadership & Management,ENTP 250 01,ENTP,W,,T,,R,,13:00:00,14:20:00
10862,2,ENTP 230 01,Product Market Fit,ENTP 230 01,ENTP,W,,T,,,,19:00:00,21:50:00
10862,2,CSCI 107 01,Introduction to Web Programming,CSCI 107 01,CSCI,W,M,,W,,F,11:00:00,11:50:00
10862,2,FIN 130 02,Applied Statistics,ECON 130 02,ECON,W,M,,W,,F,09:00:00,09:50:00
10677,2,THTR 160 01,Stagecraft for Stage and Screen,THTR 160 01,THTR,W,,T,,R,,09:30:00,10:50:00
10677,2,MUSC 206 01,Concert Choir,MUSC 206 01,MUSC,C,,T,,,,16:00:00,17:50:00
10677,2,MUSC 206 01,Concert Choir,MUSC 206 01,MUSC,C,,,,R,,16:00:00,17:50:00
10677,2,BIOL 220L 01,Core: Ecology and Evolution,BIOL 220L 01,BIOL,C,M,,W,,F,10:00:00,10:50:00
10677,2,CHEM 115L 03,Chemistry I,CHEM 115L 03,CHEM,C,M,,W,,F,11:00:00,11:50:00
10677,2,BIOL 220X 02,Ecology and Evolution Lab,BIOL 220X 02,BIOL,C,,,,R,,12:00:00,15:50:00
10677,2,CHEM 115X 05,Chemistry I Lab,CHEM 115X 05,CHEM,C,,T,,,,12:00:00,15:50:00
10677,2,LNAM 180 01,Intro to Latin American and Latinx,LNAM 180 01,LNAM,C,M,,W,,,13:00:00,14:20:00
11470,2,ECON 210 01,Microeconomic Theory,ECON 210 01,ECON,C,M,,W,,F,09:00:00,09:50:00
11470,2,FIN 210 01,Financial Management,FIN 210 01,FIN,C,,T,,R,,08:00:00,09:20:00
11470,2,ASIA 110 01,Beginning Chinese I,CHIN 110 01,CHIN,C,M,,W,,F,11:00:00,11:50:00
11470,2,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
11470,2,ENTP 220 01,Fundraising & Sales,ENTP 220 01,ENTP,C,,T,,R,,09:30:00,10:50:00
10123,2,EDUC 210 01,Observing the Schooling Process,EDUC 210 01,EDUC,C,M,,W,,,13:00:00,14:20:00
10123,2,PSYC 210 01,Developmental Psychology,PSYC 210 01,PSYC,W,,T,,R,,09:30:00,10:50:00
10123,2,EDUC 220 01,Philosophy of Education,EDUC 220 01,EDUC,C,,T,,R,,14:30:00,15:50:00
10123,2,MATH 104 01,Elem Math from Advanced Standpoint,MATH 104 01,MATH,C,,,W,,,19:00:00,21:50:00
10123,2,HIST 206 01,Early Modern Europe (1400-1650 CE),HIST 206 01,HIST,C,M,,W,,F,09:00:00,09:50:00
11564,2,BUSN 230 03,Financial Accounting,BUSN 230 03,BUSN,C,,T,,R,,13:00:00,14:20:00
11564,2,FIN 130 02,Applied Statistics,ECON 130 02,ECON,C,M,,W,,F,09:00:00,09:50:00
11564,2,PHIL 208 01,Death,PHIL 208 01,PHIL,C,,T,,R,,09:30:00,10:50:00
11564,2,POLS 269 01,Testimony and Trials,POLS 269 01,POLS,W,,T,,R,,09:30:00,10:50:00
11564,2,POLS 351 01,Justice and the Law,POLS 351 01,POLS,C,,T,,R,,14:30:00,15:50:00
11564,2,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
11723,2,PSYC 110L 02,Intro to Psychological Science,PSYC 110L 02,PSYC,C,M,,W,,F,11:00:00,11:50:00
11723,2,PSYC 110X 03,Intro to Psychological Science Lab,PSYC 110X 03,PSYC,C,,T,,,,12:00:00,13:50:00
11723,2,ART 240 01,Digital Photography,ART 240 01,ART,W,,T,,R,,19:00:00,21:20:00
11723,2,ECON 220 02,Macroeconomic Theory,ECON 220 02,ECON,C,,T,,R,,14:30:00,15:50:00
11723,2,CINE 215 01,Philosophy of Miyazaki,PHIL 215 01,PHIL,C,M,,W,,,14:30:00,15:50:00
11723,2,BUSN 230 01,Financial Accounting,BUSN 230 01,BUSN,C,M,,W,,F,09:00:00,09:50:00
11376,2,COMM 290 02,Communication Inquiry,COMM 290 02,COMM,C,,T,,R,,13:00:00,14:20:00
11376,2,CINE 215 01,Philosophy of Miyazaki,PHIL 215 01,PHIL,C,M,,W,,,14:30:00,15:50:00
11376,2,HIST 110 02,Global Change: The Power of History,HIST 110 02,HIST,C,,T,,R,,09:30:00,10:50:00
11376,2,THTR 105 01,Introduction to Dance,THTR 105 01,THTR,W,,T,,R,,08:00:00,09:20:00
11376,2,ETHC 277 01,"Identities, Rights, Social Justice",PHIL 277 01,PHIL,C,M,,W,,,19:00:00,20:20:00
11814,2,ENTP 220 01,Fundraising & Sales,ENTP 220 01,ENTP,C,,T,,R,,09:30:00,10:50:00
11814,2,MATH 110 03,Calculus I,MATH 110 03,MATH,C,M,T,W,,F,08:00:00,08:50:00
11814,2,BUSN 230 03,Financial Accounting,BUSN 230 03,BUSN,C,,T,,R,,13:00:00,14:20:00
11814,2,SOAN 235 01,Racism and Ethnic Relations,SOAN 235 01,SOAN,C,,T,,R,,14:30:00,15:50:00
10067,2,AFAM 214 01,James Baldwin,ENGL 214 01,ENGL,W,M,,W,,,14:30:00,15:50:00
10067,2,ECON 110 02,Principles of Economics,ECON 110 02,ECON,C,M,,W,,F,09:00:00,09:50:00
10067,2,ENTP 220 01,Fundraising & Sales,ENTP 220 01,ENTP,C,,T,,R,,09:30:00,10:50:00
10067,2,COMM 290 02,Communication Inquiry,COMM 290 02,COMM,C,,T,,R,,13:00:00,14:20:00
10067,2,MUSC 105 01,Sylvan Singers,MUSC 105 01,MUSC,C,M,T,W,R,,12:00:00,12:50:00
10570,2,MATH 110 02,Calculus I,MATH 110 02,MATH,W,M,,W,,F,13:00:00,14:20:00
10570,2,CHEM 220X 03,Organic Chemistry I Lab,CHEM 220X 03,CHEM,C,,,,R,,12:00:00,15:50:00
10570,2,CSCI 112 02,Computer Science I,CSCI 112 02,CSCI,W,M,,W,,F,14:30:00,15:50:00
10570,2,PHYS 110L 01,Introductory Physics I,PHYS 110L 01,PHYS,C,M,,W,,F,08:00:00,08:50:00
10570,2,PHYS 114X 02,Physics I Lab,PHYS 114X 02,PHYS,C,,T,,,,12:00:00,15:50:00
10570,2,CHEM 220L 01,Organic Chemistry I,CHEM 220L 01,CHEM,C,M,,W,,F,10:00:00,10:50:00
10570,2,ARBC 110 01,Beginning Arabic I,ARBC 110 01,ARBC,C,M,,W,,,11:00:00,12:20:00
11694,2,BUSN 230 02,Financial Accounting,BUSN 230 02,BUSN,C,,T,,R,,09:30:00,10:50:00
11694,2,BIOL 120L 01,Organismal Biology,BIOL 120L 01,BIOL,C,M,,W,,F,09:00:00,09:50:00
11694,2,BIOL 120X 03,Organismal Biology Lab,BIOL 120X 03,BIOL,C,,,,R,,12:00:00,15:50:00
11694,2,PSYC 221L 02,Research Methods & Statistics I,PSYC 221L 02,PSYC,C,M,,W,,F,10:00:00,10:50:00
11694,2,PSYC 221L 02,Research Methods & Statistics I,PSYC 221L 02,PSYC,C,,T,,,,14:00:00,15:50:00
11694,2,POLS 260 01,Introduction to Legal Studies,POLS 260 01,POLS,W,,T,,R,,08:00:00,09:20:00
11610,1,ARTH 110 02,Intro to Visual Arts and Design,ARTH 110 02,ARTH,C,M,,W,,F,13:00:00,13:50:00
11610,1,BIOL 106 01,Nutrition and the Human Body,BIOL 106 01,BIOL,W,M,,W,,F,09:00:00,09:50:00
11610,1,BUSN 230 02,Financial Accounting,BUSN 230 02,BUSN,C,,T,,R,,09:30:00,10:50:00
11169,0,FIYS 189 01,"Digital Dawn: Hum, Cyberspace & AI",FIYS 189 01,FIYS,C,,T,,R,,14:30:00,15:50:00
11717,2,BUSN 230 01,Financial Accounting,BUSN 230 01,BUSN,W,M,,W,,F,09:00:00,09:50:00
11717,2,FIN 210 03,Financial Management,FIN 210 03,FIN,C,,T,,R,,09:30:00,10:50:00
11717,2,MATH 108 01,Calculus Ia,MATH 108 01,MATH,W,M,T,W,,F,11:00:00,11:50:00
10693,1,MATH 160 02,Math Methods with Applications,MATH 160 02,MATH,C,,T,,R,,13:00:00,14:20:00
10693,1,ENTP 110 02,Design Thinking & Problem Solving,ENTP 110 02,ENTP,W,M,,W,,,14:30:00,15:50:00
10693,1,ENGL 256 01,Writing and The Law,ENGL 256 01,ENGL,C,M,,,,,19:00:00,21:50:00
10693,1,BUSN 225 02,Principles of Marketing,BUSN 225 02,BUSN,C,,T,,R,,09:30:00,10:50:00
11342,2,SPAN 210 01,Intermediate Spanish,SPAN 210 01,SPAN,C,M,,W,R,,11:00:00,11:50:00
11342,2,LNAM 180 01,Intro to Latin American and Latinx,LNAM 180 01,LNAM,C,M,,W,,,13:00:00,14:20:00
11342,2,EDUC 215 01,Instructional CommTheory & Practice,EDUC 215 01,EDUC,C,,T,,R,,13:00:00,14:20:00
11342,2,EDUC 220 01,Philosophy of Education,EDUC 220 01,EDUC,C,,T,,R,,14:30:00,15:50:00
10557,2,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
10557,2,MATH 108 01,Calculus Ia,MATH 108 01,MATH,C,M,T,W,,F,11:00:00,11:50:00
10557,2,CSCI 212 01,Computer Science II,CSCI 212 01,CSCI,C,,,W,,F,13:00:00,14:20:00
10557,2,IREL 130 01,Intro to Comparative Politics,POLS 140 01,POLS,C,M,,W,,F,09:00:00,09:50:00
10557,2,IREL 357 01,Global Democratization,POLS 317 01,POLS,C,,,W,,,19:00:00,21:50:00
10909,2,FIN 210 01,Financial Management,FIN 210 01,FIN,W,,T,,R,,08:00:00,09:20:00
10909,2,ECON 210 01,Microeconomic Theory,ECON 210 01,ECON,C,M,,W,,F,09:00:00,09:50:00
10909,2,FIN 210 02,Financial Management,FIN 210 02,FIN,C,,T,,R,,08:00:00,09:20:00
10909,2,PHIL 203 01,Business & Professional Ethics,PHIL 203 01,PHIL,W,M,,W,,,14:30:00,15:50:00
10909,2,PHIL 290 01,Ancient Greek Philosophy,PHIL 290 01,PHIL,C,,T,,R,,13:00:00,14:20:00
11771,0,FIYS 109 01,From Tie-Dye to AI,FIYS 109 01,FIYS,C,,T,,R,,09:30:00,10:50:00
10425,2,CHEM 220X 04,Organic Chemistry I Lab,CHEM 220X 04,CHEM,C,,,,,F,12:00:00,15:50:00
10425,2,CSCI 107 02,Introduction to Web Programming,CSCI 107 02,CSCI,C,M,,W,,F,09:00:00,09:50:00
10425,2,SPAN 300 01,Intro Reading Literature Spanish,SPAN 300 01,SPAN,C,,,,R,,19:00:00,21:50:00
10425,2,BIOL 220L 01,Core: Ecology and Evolution,BIOL 220L 01,BIOL,C,M,,W,,F,10:00:00,10:50:00
10425,2,CHEM 220L 02,Organic Chemistry I,CHEM 220L 02,CHEM,C,M,,W,,F,11:00:00,11:50:00
10425,2,BIOL 220X 01,Ecology and Evolution Lab,BIOL 220X 01,BIOL,C,,,W,,,12:00:00,15:50:00
10859,3,SOAN 320 01,Soc Research: Qualitative Methods,SOAN 320 01,SOAN,C,M,,W,R,,11:00:00,11:50:00
10859,3,SOAN 372 01,Queer Theory,SOAN 372 01,SOAN,C,,T,,R,,13:00:00,14:20:00
10859,3,SOAN 320X 01,Soc Rsch: Qualitative Methods Lab,SOAN 320X 01,SOAN,C,M,,,,,12:00:00,13:50:00
10859,3,AFAM 283 01,"Race, Class, Gender, and the Media",COMM 283 01,COMM,C,,T,,R,,09:30:00,10:50:00
10859,3,SOAN 251 01,Intro Performance Studies,THTR 251 01,THTR,C,M,,W,,,14:30:00,15:50:00
11210,2,MATH 240 01,Intro to Computational Math,MATH 240 01,MATH,C,M,,W,,F,09:00:00,09:50:00
11210,2,CSCI 212 01,Computer Science II,CSCI 212 01,CSCI,C,,,W,,F,13:00:00,14:20:00
11210,2,ECON 220 01,Macroeconomic Theory,ECON 220 01,ECON,C,,T,,R,,13:00:00,14:20:00
11210,2,FIN 210 03,Financial Management,FIN 210 03,FIN,C,,T,,R,,09:30:00,10:50:00
11571,2,CHEM 115L 01,Chemistry I,CHEM 115L 01,CHEM,C,M,,W,,F,09:00:00,09:50:00
11571,2,BIOL 220L 01,Core: Ecology and Evolution,BIOL 220L 01,BIOL,C,M,,W,,F,10:00:00,10:50:00
11571,2,PHIL 296 01,Philosophy of Mind,PHIL 296 01,PHIL,C,,T,,R,,09:30:00,10:50:00
11571,2,CHEM 115X 07,Chemistry I Lab,CHEM 115X 07,CHEM,C,,,,R,,12:00:00,15:50:00
11571,2,BIOL 220X 03,Ecology and Evolution Lab,BIOL 220X 03,BIOL,C,,,,,F,12:00:00,15:50:00
11571,2,PSYC 221L 03,Research Methods & Statistics I,PSYC 221L 03,PSYC,C,M,,W,,F,11:00:00,11:50:00
11571,2,PSYC 221L 03,Research Methods & Statistics I,PSYC 221L 03,PSYC,C,M,,,,,14:00:00,15:50:00
10324,2,HIST 206 01,Early Modern Europe (1400-1650 CE),HIST 206 01,HIST,C,M,,W,,F,09:00:00,09:50:00
10324,2,MATH 110 01,Calculus I,MATH 110 01,MATH,C,M,T,W,,F,11:00:00,11:50:00
10324,2,PHYS 110L 01,Introductory Physics I,PHYS 110L 01,PHYS,C,M,,W,,F,08:00:00,08:50:00
10324,2,PHYS 114X 01,Physics I Lab,PHYS 114X 01,PHYS,C,M,,,,,12:00:00,15:50:00
10324,2,PSYC 221L 02,Research Methods & Statistics I,PSYC 221L 02,PSYC,C,M,,W,,F,10:00:00,10:50:00
10324,2,PSYC 221L 02,Research Methods & Statistics I,PSYC 221L 02,PSYC,C,,T,,,,14:00:00,15:50:00
10324,2,NEUR 372 01,"Pharmacology: Drug, Brain, Behavior",NEUR 372 01,NEUR,W,M,,,,,19:00:00,21:50:00
11387,0,FIYS 121 01,Photographic Modernism,FIYS 121 01,FIYS,C,,T,,R,,09:30:00,10:50:00
11370,2,BIOL 120L 02,Organismal Biology,BIOL 120L 02,BIOL,C,M,,W,,F,10:00:00,10:50:00
11370,2,BIOL 120X 01,Organismal Biology Lab,BIOL 120X 01,BIOL,C,,T,,,,12:00:00,15:50:00
11370,2,FIN 210 02,Financial Management,FIN 210 02,FIN,C,,T,,R,,08:00:00,09:20:00
11370,2,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
11370,2,CSCI 212 01,Computer Science II,CSCI 212 01,CSCI,C,,,W,,F,13:00:00,14:20:00
11370,2,MATH 240 01,Intro to Computational Math,MATH 240 01,MATH,W,M,,W,,F,09:00:00,09:50:00
11370,2,CSCI 250 02,Programming for Data Applications,CSCI 250 02,CSCI,C,M,,W,,F,08:00:00,08:50:00
10481,2,NEUR 130 01,"Deadly Shapes, Hostage Brains",BIOL 130 01,BIOL,C,,T,,R,,09:30:00,10:50:00
10481,2,NEUR 130 01,"Deadly Shapes, Hostage Brains",BIOL 130 01,BIOL,C,M,,,,,12:00:00,14:20:00
10481,2,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
10481,2,ECON 220 02,Macroeconomic Theory,ECON 220 02,ECON,C,,T,,R,,14:30:00,15:50:00
10481,2,BIOL 120L 02,Organismal Biology,BIOL 120L 02,BIOL,C,M,,W,,F,10:00:00,10:50:00
10481,2,BIOL 120X 02,Organismal Biology Lab,BIOL 120X 02,BIOL,C,,,W,,,12:00:00,15:50:00
10481,2,CHEM 115L 01,Chemistry I,CHEM 115L 01,CHEM,C,M,,W,,F,09:00:00,09:50:00
10481,2,CHEM 115X 06,Chemistry I Lab,CHEM 115X 06,CHEM,C,,,,,F,12:00:00,15:50:00
